Molecule ChEMBL ID,Standard_Value,Standard Units,Standard Type,canon_smiles,pIC50
CHEMBL3657019,68.6,nM,IC50,COc1nc(N)ncc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cc(Cl)cn(C)c1=O)C2=O,7.163675884293248
CHEMBL3653190,0.65,nM,IC50,CCc1ccc(C#N)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cc(Cl)ccc1C)C2=O,9.187086643357144
CHEMBL3653304,1.01,nM,IC50,CCOC(=O)Cc1cnc(OC)c(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cccc(Cl)c2F)C3=O)c1,8.995678626217357
CHEMBL3691740,3.9,nM,IC50,COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1OCCN(C)C)C2=O,8.4089353929735
CHEMBL3693983,16.9,nM,IC50,CC(=O)N1CC(NC(=O)C2NC3(CCCCC3)C3(C(=O)Nc4cc(Cl)ccc43)C2c2cccc(Cl)c2F)C1,7.772113295386326
CHEMBL3704500,1000.0,nM,IC50,CC(C)(C)CC1NC(C(N)=O)C(c2cccc(Cl)c2F)C12C(=O)Nc1cc(Cl)ccc12,6.0
CHEMBL3649974,6.0,nM,IC50,CCOC(c1ccccn1)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1CC1CCC(C)CC1,8.221848749616356
CHEMBL3920081,5000.0,nM,IC50,O=C(NC1CCC(O)CC1)C1NC2(CCOCC2)C2(C(=O)Nc3cc(Cl)ccc32)C1c1cccc(Cl)c1F,5.301029995663981
CHEMBL3654192,3.0,nM,IC50,CCOC(c1nc2cc(-c3n[nH]c(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1CC1CCC(C)CC1)C1CCCC1,8.522878745280337
CHEMBL3952705,1.0,nM,IC50,CC1CCC(Cn2c(N3CCOC4CCCC43)nc3cc(-c4nn[nH]n4)nc(-c4cncc(Cl)c4)c32)CC1,9.0
CHEMBL3650067,36.0,nM,IC50,COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(C1CCC(C(C)(O)C3CCOCC3)CC1)C(=O)C2,7.443697499232712
CHEMBL3663839,1000.0,nM,IC50,CC(C)CC(C)(C)CC1NC(C(=O)NCCC(O)CO)C(c2ccc(F)c(Cl)c2)C12C(=O)Nc1cc(F)c(F)cc12,6.0
CHEMBL3663841,3000.0,nM,IC50,CC(C)CC(C)(C)CC1N(C)C(C(=O)NCCC(O)CO)C(c2ccc(F)c(Cl)c2)C12C(=O)Nc1cc(F)c(F)cc12,5.522878745280337
CHEMBL3653315,33.0,nM,IC50,Cc1ncc(Cl)cc1-c1nc(-c2noc(=O)[nH]2)cc2nc(N3CCOC4CCCC43)n(CC3CCC(C)CC3)c12,7.481486060122112
CHEMBL1688256,1400.0,nM,IC50,Cc1ccc(CN2C(=O)c3ccccc3C2(OC2C=CC(O)C2)c2ccc(Cl)cc2)cc1,5.853871964321762
CHEMBL3894230,3.0,nM,IC50,CC1CCC(Cn2c(N3C(C)CN(S(C)(=O)=O)CC3C)nc3cc(-c4nc(=O)o[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,8.522878745280337
CHEMBL3649912,5.0,nM,IC50,CC1CCC(Cn2c(NCc3ccccc3)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,8.301029995663981
CHEMBL3649890,14.0,nM,IC50,CC1CCC(Cn2c(N3C4CCC3C(O)C4)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,7.853871964321762
CHEMBL3691774,0.12,nM,IC50,COc1nc(N(C)C)ncc1-n1nc2c(c1C(C)C)C(c1ccc(C#N)cc1)N(c1cc(Cl)c(=O)n(C)c1)C2=O,9.920818753952375
CHEMBL3656997,0.18,nM,IC50,COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(C#N)cc2C)N(c2cccc(Cl)c2F)C3=O)c(OC)n1,9.744727494896694
CHEMBL3657010,0.15,nM,IC50,COc1ccc(C(=O)N2CCOCC2)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1ccc(F)c(Cl)c1)C2=O,9.823908740944319
CHEMBL3687245,2.9,nM,IC50,CC(=O)N1CCN(C(=O)Cn2nc3c(c2C(C)C)C(c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)CC1,8.537602002101044
CHEMBL3647070,58.0,nM,IC50,CC1CCC(Cn2c(N3CCCC4CCCC43)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,7.236572006437063
CHEMBL3675228,34000.0,nM,IC50,O=Nc1ccc(CN2C(=O)c3ccc(F)c(Cl)c3C2(O)c2ccc(Cl)cc2)cc1,4.468521082957745
CHEMBL3687232,9.9,nM,IC50,Cc1cc(Cl)ccc1C1c2c(nn(CCc3ccccn3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,8.00436480540245
CHEMBL3236363,2.1,nM,IC50,CCC(CS(=O)(=O)C(C)(C)C)N1C(=O)C(C)(CC(N)=O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,8.67778070526608
CHEMBL3649877,11.0,nM,IC50,CCN(CCOC)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1CC1CCC(C)CC1,7.958607314841775
CHEMBL3649855,116.0,nM,IC50,Cc1noc(C2CCCN2c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2CC2CCC(C)CC2)n1,6.935542010773082
CHEMBL3649881,2.0,nM,IC50,COCC1CCC(COC)N1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1CC1CCC(C)CC1,8.698970004336019
CHEMBL3663834,1000.0,nM,IC50,CC(C)CC(C)(C)CC1NC(C(=O)NCCC(O)CO)C(c2cccc(Cl)c2F)C12C(=O)Nc1cc(Cl)c(F)cc12,6.0
CHEMBL3703664,13000.0,nM,IC50,Cc1cc(NC(c2ccccc2Cl)c2ccc3cccnc3c2O)ncc1F,4.886056647693163
CHEMBL3649821,1.0,nM,IC50,CC1CCC(Cn2c(N3CCCC3C(F)(F)F)nc3cc(C(=O)O)nc(-c4cncc(Cl)c4)c32)CC1,9.0
CHEMBL3959463,3000.0,nM,IC50,CC(C)CC(N)C(=O)OC1CCC(NC(=O)C2NC(CC(C)(C)C)C3(C(=O)Nc4cc(Cl)ccc43)C2c2cccc(Cl)c2F)CC1,5.522878745280337
CHEMBL3663809,1000.0,nM,IC50,O=C(NCCC(O)CO)C1NC(CCCc2ccccc2)C2(C(=O)Nc3cc(Cl)c(F)cc32)C1c1cccc(Cl)c1,6.0
CHEMBL3663814,10000.0,nM,IC50,CN1C(C(=O)NCCC(O)CO)C(c2cccc(Cl)c2)C2(C(=O)Nc3cc(Cl)c(F)cc32)C1CCCc1ccccc1,5.0
CHEMBL4113856,1000.0,nM,IC50,CC(C)(C)CC1NC(C(=O)NC2CC(O)C2)C(c2cccc(Cl)c2F)C12C(=O)Nc1cc(Cl)ccc12,6.0
CHEMBL3942694,3.0,nM,IC50,CC1CCC(Cn2c(N3C(C)CN(C(=O)OC(C)C)CC3C)nc3cc(-c4nc(=O)o[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,8.522878745280337
CHEMBL3704497,1000.0,nM,IC50,CN1CCN(CCCNC(=O)C2NC(CC(C)(C)C)C3(C(=O)Nc4cc(Cl)ccc43)C2c2cccc(Cl)c2F)CC1,6.0
CHEMBL3663840,1000.0,nM,IC50,CC(C)CC(C)(C)CC1N(C)C(C(=O)NCCC(O)CO)C(c2cccc(Cl)c2)C12C(=O)Nc1cc(F)c(F)cc12,6.0
CHEMBL3653205,0.42,nM,IC50,CCc1ccc(C#N)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,9.3767507096021
CHEMBL3656980,0.32,nM,IC50,COc1ccc(CC(=O)O)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cccc(Cl)c1F)C2=O,9.494850021680094
CHEMBL3683121,331.6,nM,IC50,CCC(=O)Nc1ccc2c(c1)C(c1ccc(Cl)cc1)N(c1ccc(N(C)Cc3ccncc3)cc1)C(=O)C2,6.479385478121764
CHEMBL3657118,43.73,nM,IC50,COCC(C)n1c(-c2cnc(OC)nc2OC)nc2c1C(c1ccc(Cl)cc1)N(c1ccc(F)c(Cl)c1)C2=O,7.359220522655143
CHEMBL3650017,1.0,nM,IC50,CCON(c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C(C)C1CCC(C)CC1)C1CC1,9.0
CHEMBL1688268,582.0,nM,IC50,O=C1c2ccccc2C(OCC2CCC(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,6.235077015350112
CHEMBL3691748,0.2319999999999999,nM,IC50,COc1ncc(-n2nc3c(c2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)c[nH]c2=O)C3=O)c(OC)n1,9.6345120151091
CHEMBL3691756,1.242,nM,IC50,COc1ncc(-n2nc3c(c2C(C)C)C(c2ccc(C#N)cc2)N(c2cc(Cl)c[nH]c2=O)C3=O)c(OC)n1,8.905878404159438
CHEMBL3683111,970.6,nM,IC50,COc1ccc(N2C(=O)Nc3cc(OC)c(OC)cc3C2c2ccc(Cl)cc2)cc1,6.0129597130207335
CHEMBL3647061,2.0,nM,IC50,COC(C)(C)C1CCCN1c1nc2cc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1CC1CCC(C)CC1,8.698970004336019
CHEMBL3653172,0.22,nM,IC50,COc1cnccc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,9.657577319177793
CHEMBL2440446,100000.0,nM,IC50,O=c1nc2n(-c3ccc(Cl)cc3)c3cccc(C(F)(F)F)c3cc-2c(=O)[nH]1,4.0
CHEMBL3653188,0.19,nM,IC50,COc1ccc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1,9.721246399047171
CHEMBL3653216,0.18,nM,IC50,COc1nc(N2CC(C)(O)C2)ncc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,9.744727494896694
CHEMBL3687235,31.4,nM,IC50,CC(C)CCn1nc2c(c1C(C)C)C(c1ccc(F)cc1)N(c1cccc(Cl)c1F)C2=O,7.503070351926785
CHEMBL3657060,4.4,nM,IC50,COc1cnc(CC#N)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cccc(Cl)c1F)C2=O,8.356547323513812
CHEMBL3653277,2.33,nM,IC50,COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(C#N)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,8.63264407897398
CHEMBL3653229,0.42,nM,IC50,COc1ccc(C(=O)N(C)C)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cccc(Cl)c1)C2=O,9.3767507096021
CHEMBL3653228,1.02,nM,IC50,COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cncc(Cl)c2)C3=O)c(OC)n1,8.991399828238082
CHEMBL3657051,1.2,nM,IC50,COc1cnc(CC#N)cc1-c1nc2c(n1C(C)C)C(c1ccc(C#N)cc1)N(c1ccc(F)c(Cl)c1)C2=O,8.920818753952375
CHEMBL3220310,2200.0,nM,IC50,O=C1NC(=S)NC(=O)C1=Cc1cc(C2CC2)n(-c2ccc(Br)cc2)c1-c1ccccc1,5.657577319177793
CHEMBL3683138,5.8,nM,IC50,CCNC1CCC(CN(C)c2ccc(N3C(=O)Cc4cc(OC)c(OC(C)CC)cc4C3c3ccc(Cl)cc3)cc2)CC1,8.236572006437063
CHEMBL3691712,8.3,nM,IC50,Cc1cc(Cl)ccc1C1c2c(nn(C3CC3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,8.080921907623926
CHEMBL3691706,1.2,nM,IC50,COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)c(=O)n(C)c1)C2=O,8.920818753952375
CHEMBL3653273,0.57,nM,IC50,COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)ccc2C#N)C3=O)c(OC)n1,9.244125144327509
CHEMBL3691726,0.551,nM,IC50,COc1ccc(CN)cc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)c(=O)n(C)c1)C2=O,9.258848401148216
CHEMBL3683133,4.7,nM,IC50,CCC(C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)CC3CCCNC3)cc1)C2c1ccc(Cl)cc1,8.327902142064282
CHEMBL3650064,610.0,nM,IC50,COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(C1CCC(C(=O)C3CCOCC3)CC1)C(=O)C2,6.214670164989233
CHEMBL3656990,0.08,nM,IC50,COc1ccc(C(N)=O)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1ccc(F)c(Cl)c1)C2=O,10.096910013008056
CHEMBL3653191,0.16,nM,IC50,COc1nc(N(C)C)ncc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,9.795880017344075
CHEMBL3653260,0.28,nM,IC50,COc1cnc(CC#N)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,9.55284196865778
CHEMBL1688139,4200.0,nM,IC50,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc(Cl)cc1,5.376750709602099
CHEMBL191334,61.0,nM,IC50,COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,7.214670164989233
CHEMBL3704505,1000.0,nM,IC50,CC(C)(C)CC1NC(C(=O)NC2CC(NS(C)(=O)=O)C2)C(c2cccc(Cl)c2F)C12C(=O)Nc1cc(Cl)ccc12,6.0
CHEMBL1688283,2800.0,nM,IC50,COc1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,5.552841968657781
CHEMBL3649834,1.0,nM,IC50,CC1CCC(Cn2c(N3CC(C)OCC3c3ccccc3)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,9.0
CHEMBL3663871,10000.0,nM,IC50,CC(C)(C)CC1NC(C(=O)NCCC2CCC(O)C2)C(c2cccc(Cl)c2)C12C(=O)Nc1cc(F)c(F)cc12,5.0
CHEMBL3647044,122.0,nM,IC50,Cc1cccc(-c2nc3cc(C(=O)O)nc(NC(C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,6.913640169325252
CHEMBL3233049,1.5,nM,IC50,CC1(Cc2ccc(C(=O)O)cn2)OC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,8.823908740944319
CHEMBL3236638,137.0,nM,IC50,CC1(Cc2ccccc2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,6.863279432843593
CHEMBL3233589,4000.0,nM,IC50,COCCOc1ccccc1N1CCN(C(=O)C2(Oc3ccc(C(F)(F)F)cc3)CC(C)CN(C(=O)c3cnccc3C(F)(F)F)C2)CC1,5.3979400086720375
CHEMBL3650018,2.0,nM,IC50,CCOC(c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C(C)C1CCC(C)CC1)C1CC1,8.698970004336019
CHEMBL210853,2600.0,nM,IC50,CC(c1cc(F)c(Cl)cc1N)N1C(=O)c2cc(I)ccc2N(CCN2CCOCC2)C(=O)C1c1ccc(Cl)cc1,5.585026652029182
CHEMBL3691792,0.155,nM,IC50,COc1nc(N(C)C)ncc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)c(F)c1)N(c1cc(Cl)c(=O)n(C)c1)C2=O,9.809668301829708
CHEMBL3236356,0.1,nM,IC50,CC1(Cc2ccc(C(=O)O)cn2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,10.0
CHEMBL1236726,190.0,nM,IC50,CN(C)CCCN(C)C1CCN(C(=O)c2[nH]c3cc(Cl)ccc3c2-c2c(-c3ccccc3)ncn2Cc2ccc(Cl)cc2)C1,6.721246399047171
CHEMBL3691701,2.9,nM,IC50,COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)cc(NC(C)=O)c1)C2=O,8.537602002101044
CHEMBL3407571,0.49,nM,IC50,CC1(C(=O)O)CCN(C(=O)CC2(C)CC(c3cccc(Cl)c3)C(c3ccc(Cl)cc3)N(C(CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)CC1,9.309803919971486
CHEMBL4167167,389.0,nM,IC50,N=C(N)Nc1cccc(C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCc2ccc(-c3ccccc3)cc2)c1,6.410050398674292
CHEMBL3236362,3.7,nM,IC50,CCC(CS(=O)(=O)C(C)(C)C)N1C(=O)C(C)(CC(=O)CO)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,8.431798275933005
CHEMBL3236644,1.7,nM,IC50,CC1(Cc2ccc(C(C)(C)C(=O)O)cn2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,8.769551078621726
CHEMBL3236667,8.0,nM,IC50,CC1(Cc2ccc(C(=O)O)cn2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,8.096910013008056
CHEMBL207505,128000.0,nM,IC50,CC(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)C1c1ccc(Cl)cc1,3.8927900303521317
CHEMBL379173,28.3,nM,IC50,CC(C)(C)CC1NC(C(=O)NCCN2CCOCC2)C(c2cccc(Cl)c2F)C12C(=O)Nc1cc(Cl)ccc12,7.548213564475709
CHEMBL3236360,23.0,nM,IC50,CCC(CS(=O)(=O)C(C)(C)C)N1C(=O)C(C)(CC(=O)NS(=O)(=O)C(F)(F)F)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,7.638272163982407
CHEMBL3236646,5.9,nM,IC50,Cc1cc(CC2(C)CC(c3cccc(Cl)c3)C(c3ccc(Cl)cc3)N(C(CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)ncc1C(=O)O,8.229147988357855
CHEMBL3236664,1.5,nM,IC50,CC1(Cc2ncc(CC(=O)O)[nH]2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,8.823908740944319
CHEMBL462089,58600.0,nM,IC50,COc1cc(CCN(C)C)c2c(c1O)SSSSS2,4.23210238398191
CHEMBL3233592,3000.0,nM,IC50,COc1ccccc1N1CCN(C(=O)C2(Oc3ccc(C(F)(F)F)cc3)CC(c3ccccc3)CN(C(=O)c3cnccc3C(F)(F)F)C2)CC1,5.522878745280337
CHEMBL3233018,40.0,nM,IC50,C=CCC1N(C(=O)c2cnccc2C(F)(F)F)CCCC1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCN(c2ccccc2OCCOC)CC1,7.3979400086720375
CHEMBL3693987,260.0,nM,IC50,O=C(NC1CCC(O)CC1)C1NC2(CCCCC2)C2(C(=O)Nc3cc(Cl)ccc32)C1c1cncc(Cl)c1,6.585026652029182
CHEMBL3639928,5000.0,nM,IC50,O=C(NCCN1CCOCC1)C1NC2(CCOCC2)C2(C(=O)Nc3cc(Cl)ccc32)C1c1cccc(Cl)c1F,5.301029995663981
CHEMBL3236635,1.8,nM,IC50,CC1(CC(=O)N2CCC(C(=O)O)C2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,8.744727494896694
CHEMBL382389,9000.0,nM,IC50,CCN(CC)C(=O)C(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)C1c1ccc(Cl)cc1,5.045757490560675
CHEMBL426321,90000.0,nM,IC50,O=C(O)CCCCNC(=O)C(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2NC(=O)C1c1ccc(Cl)cc1,4.045757490560675
CHEMBL3402518,15.0,nM,IC50,CC(C)C1=C(C(=O)N2C(C)CCC2C(=O)N2CCNC3(CC3)C2)SC2=NC(C)(c3ccc(Cl)nc3)C(c3ccc(Cl)c(F)c3)N21,7.823908740944319
CHEMBL2396744,490.0,nM,IC50,O=C(O)C(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2NC(=O)C1c1ccc(Cl)cc1,6.309803919971486
CHEMBL3627744,49800.0,nM,IC50,O=C(NC(CCCn1cc(-c2ccc(C(F)(F)F)cc2)nn1)C(=O)O)OCC1c2ccccc2-c2ccccc21,4.302770657240282
CHEMBL3818299,4.3,nM,IC50,CNC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C(=O)c1c(-c2ccccc2)[nH]c2ccccc12,8.366531544420413
CHEMBL3639860,5.3,nM,IC50,Cc1cc(Cl)ccc1C1c2c(nn(Cc3cc(=O)[nH]c4ccccc34)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,8.275724130399212
CHEMBL3657126,4.74,nM,IC50,COc1ncc(CC(=O)O)cc1-c1nc2c(n1C(C)C)C(c1ccc(C#N)cc1)N(c1cccc(Cl)c1F)C2=O,8.324221658325914
CHEMBL3647061,2.0,nM,IC50,COC(C)(C)C1CCCN1c1nc2cc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1CC1CCC(C)CC1,8.698970004336019
CHEMBL3703333,51.4,nM,IC50,COCCOCCOCCOCCOC(=O)OC(C)OC(=O)c1ccc(NC(=O)C2NC(CC(C)(C)C)C(C#N)(c3ccc(Cl)cc3F)C2c2cccc(Cl)c2F)c(OC)c1,7.289036881004725
CHEMBL3407561,0.37,nM,IC50,CC1(CC(=O)Nc2ccccc2C(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,9.431798275933005
CHEMBL3407560,0.21,nM,IC50,CC1(CC(=O)Nc2cccc(C(=O)O)c2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,9.67778070526608
CHEMBL3647047,1.0,nM,IC50,CC1CCC(Cn2c(N3CCOCC3c3ccccc3)nc3cc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,9.0
CHEMBL3649961,9.0,nM,IC50,CCOC(C)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1CC1CCC(C)CC1,8.045757490560675
CHEMBL3649920,132.0,nM,IC50,CC1CCC(Cn2c(N(C)c3ccccc3)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,6.87942606879415
CHEMBL3920895,500.0,nM,IC50,CC(C)(C)CC1NC(C(=O)NC2CCC(O)CC2)C(c2cccc(Cl)c2F)C12C(=O)Nc1cc(F)c(F)cc12,6.301029995663981
CHEMBL3649913,14.0,nM,IC50,COCC(C)Nc1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1CC1CCC(C)CC1,7.853871964321762
CHEMBL3647046,1.0,nM,IC50,CC1CCC(Cn2c(N3CCOCC3c3ccccc3)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,9.0
CHEMBL1688292,50000.0,nM,IC50,NC(=O)c1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,4.301029995663981
CHEMBL1688162,20000.0,nM,IC50,O=C(c1ccccc1)c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,4.698970004336019
CHEMBL1688251,700.0,nM,IC50,O=C1c2ccccc2C(OC2CCC(O)C2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,6.154901959985743
CHEMBL3799552,173.0,nM,IC50,CCCC1N(C(=O)c2cnccc2C(F)(F)F)CCCC1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(Oc2cccc(CN)n2)CC1,6.761953896871205
CHEMBL3649989,2.0,nM,IC50,COCC(c1ccccc1)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1CC1CCC(C)CC1,8.698970004336019
CHEMBL3653313,16.0,nM,IC50,CCC1CCC(Cn2c(N3CCOC4CCCC43)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)C1,7.795880017344075
CHEMBL3109047,52.0,nM,IC50,COc1cc(C(N)=O)ccc1NC(=O)C1NC(CC(C)(C)C)C2(C(=O)Nc3cc(Cl)cnc32)C1c1cccc(Cl)c1F,7.2839966563652006
CHEMBL3355416,17.2,nM,IC50,O=C(NC1CCC(O)CC1)C1NC2(CCCCC2)C2(C(=O)Nc3cc(Cl)ccc32)C1c1cccc(Cl)c1F,7.764471553092451
CHEMBL3125709,1.2,nM,IC50,CCC(CC(C)(C)C#N)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,8.920818753952375
CHEMBL3656994,6.83,nM,IC50,COc1nc(N(C)C)ncc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cn(C)c(=O)n(C)c1=O)C2=O,8.165579296318468
CHEMBL3653232,14.7,nM,IC50,COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1,7.8326826652518236
CHEMBL3657030,13.4,nM,IC50,COc1ccc(C(=O)NCCO)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,7.872895201635193
CHEMBL3687253,2.2,nM,IC50,Cc1cc(Cl)ccc1C1c2c(nn(CC3(O)CCN(C(=O)NC(C)C)CC3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,8.657577319177793
CHEMBL3683164,33.3,nM,IC50,COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(c1ccc(C(C)N3CCS(=O)(=O)CC3)cc1)C(=O)C2,7.47755576649368
CHEMBL3653256,0.23,nM,IC50,COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,9.638272163982407
CHEMBL3687300,14.3,nM,IC50,Cc1cc(Cl)ccc1C1c2c(nn(-c3ccc(F)cc3F)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,7.844663962534938
CHEMBL3910704,10000.0,nM,IC50,O=C(NC1CCC(O)CC1)C1NCC2(C(=O)Nc3cc(Cl)ccc32)C1c1cccc(Cl)c1F,5.0
